Date,Month,Year,Vessel ,Hold_Capacity_tons,Hold_Capacity_kg,Location,No_Fishers,Gear,LAT,LON,Dist_coast,Chita_kg,Total_kg,Percent_Chita,Percent_Chita _actual
7/22/2014,7,2014,CABALLITO DE TOTORA ,0.1,90.7,HUANCHACO ,1,CORTINA/AGALLERA,-8.0500,-79.0700,0.19,1,8,13,0.125
7/22/2014,7,2014,CHALANA ,2.0,1814.4,ETEN,3,CORTINA/AGALLERA,-6.5612,-79.5150,1.19,25,200,13,0.125
7/22/2014,7,2014,CABALLITO DE TOTORA ,0.1,90.7,HUANCHACO ,1,CORTINA/AGALLERA,-8.0500,-79.0700,0.19,3,13,24,0.230769231
7/22/2014,7,2014,CABALLITO DE TOTORA ,0.1,90.7,HUANCHACO ,1,CORTINA/AGALLERA,-8.0500,-79.0700,0.26,2,12,17,0.166666667
7/22/2014,7,2014,BOTE,1.0,907.2,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.26,2,15,14,0.133333333
7/22/2014,7,2014,CABALLITO DE TOTORA ,0.1,90.7,HUANCHACO ,1,CORTINA/AGALLERA,-8.0500,-79.0700,0.26,2,9,23,0.222222222
7/22/2014,7,2014,BOTE,1.0,907.2,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,2,12,17,0.166666667
7/22/2014,7,2014,CHALANA ,1.0,907.2,PACASMAYO ,2,CORTINA/AGALLERA,-7.2354,-79.3412,1.14,5,75,7,0.066666667
7/22/2014,7,2014,BOTE,3.0,2721.6,ANCON ,2,CORTINA/AGALLERA,-11.4620,-77.1035,0.35,8,15,54,0.533333333
7/22/2014,7,2014,BOTE,2.0,1814.4,PACASMAYO ,3,CORTINA/AGALLERA,-7.2354,-79.3412,0.84,34,246,14,0.138211382
7/22/2014,7,2014,BOTE,2.0,1814.4,ANCON ,2,CORTINA/AGALLERA,-11.4620,-77.1035,2.65,2,64,4,0.03125
7/22/2014,7,2014,CHALANA ,0.7,635.0,CHIMBOTE,3,CORTINA/AGALLERA,-9.0425,-78.3512,0.04,2,14,15,0.142857143
7/22/2014,7,2014,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.22,18,18,100,1
7/22/2014,7,2014,BOTE,2.0,1814.4,ANCON ,2,PINTA ,-11.4620,-77.1035,0.35,15,30,50,0.5
7/22/2014,7,2014,CHALANA ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,5,5,100,1
7/22/2014,7,2014,YATE,2.0,1814.4,PTO PIZARRO ,5,BUCEO - COMPRESORA,-3.3000,-80.2300,1.75,18,243,8,0.074074074
7/22/2014,7,2014,YATE,2.0,1814.4,PTO PIZARRO ,5,BUCEO - COMPRESORA,-3.3000,-80.2300,1.75,30,246,13,0.12195122
7/22/2014,7,2014,CHALANA ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,3.05,18,18,100,1
7/22/2014,7,2014,YATE,2.0,1814.4,PTO PIZARRO ,4,CORTINA/AGALLERA,-3.3000,-80.2300,1.75,43,210,21,0.204761905
7/22/2014,7,2014,YATE,2.0,1814.4,PTO PIZARRO ,5,CORTINA/AGALLERA,-3.3000,-80.2300,1.75,35,400,9,0.0875
7/23/2014,7,2014,BOTE,2.0,1814.4,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.52,15,468,4,0.032051282
7/23/2014,7,2014,BOTE,1.5,1360.8,CHORRILLOS,2,CORTINA/AGALLERA,-12.0955,-77.0174,2.84,2,12,17,0.166666667
7/23/2014,7,2014,BOTE,2.0,1814.4,CHIMBOTE,3,CORTINA/AGALLERA,-9.0425,-78.3512,2.53,18,393,5,0.045801527
7/23/2014,7,2014,CHALANA ,1.0,907.2,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,2,19,11,0.105263158
7/23/2014,7,2014,BOTE,1.5,1360.8,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,2,16,13,0.125
7/23/2014,7,2014,BOTE,1.5,1360.8,PACASMAYO ,2,CORTINA/AGALLERA,-7.2354,-79.3412,0.4,10,145,7,0.068965517
7/23/2014,7,2014,BOTE,3.5,3175.1,MALABRIGO ,3,CORTINA/AGALLERA,-7.4000,-79.2200,0.76,6,174,4,0.034482759
7/24/2014,7,2014,NO DEFINIDO ,0.0,0.0,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.19,2,13,16,0.153846154
7/24/2014,7,2014,BOTE,2.0,1814.4,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,3,15,20,0.2
7/24/2014,7,2014,CHALANA ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,5.04,10,28,36,0.357142857
7/24/2014,7,2014,BOTE,1.5,1360.8,PTO PIZARRO ,5,CORTINA/AGALLERA,-3.3000,-80.2300,1.75,20,122,17,0.163934426
7/25/2014,7,2014,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,3,13,24,0.230769231
7/25/2014,7,2014,BOTE,2.0,1814.4,CHORRILLOS,2,CORTINA/AGALLERA,-12.0955,-77.0174,1.38,1,36,3,0.027777778
7/25/2014,7,2014,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,32,7,0.0625
7/25/2014,7,2014,BOTE,1.5,1360.8,CHORRILLOS,2,CORTINA/AGALLERA,-12.0955,-77.0174,2.84,2,18,12,0.111111111
7/25/2014,7,2014,CHALANA ,1.0,907.2,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,2,18,12,0.111111111
7/25/2014,7,2014,BOTE,4.0,3628.7,PARACHIQUE,6,OTROS ,-5.4520,-80.5138,4.02,25,182,14,0.137362637
7/25/2014,7,2014,CHALANA ,1.0,907.2,ANCON ,2,CORTINA/AGALLERA,-11.4620,-77.1035,0,1,10,10,0.1
7/26/2014,7,2014,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,39,3,0.025641026
7/26/2014,7,2014,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,15,7,0.066666667
7/26/2014,7,2014,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,1,103,1,0.009708738
7/26/2014,7,2014,BOTE,2.0,1814.4,PACASMAYO ,3,CORTINA/AGALLERA,-7.2354,-79.3412,0.64,20,117,18,0.170940171
7/27/2014,7,2014,BOTE,2.0,1814.4,ETEN,3,CORTINA/AGALLERA,-6.5612,-79.5150,1.45,40,210,20,0.19047619
7/27/2014,7,2014,BOTE,2.5,2268.0,ETEN,3,CORTINA/AGALLERA,-6.5612,-79.5150,1.82,40,145,28,0.275862069
7/30/2014,7,2014,BOTE,1.8,1632.9,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,4.83,25,104,25,0.240384615
7/30/2014,7,2014,BOTE,2.0,1814.4,ANCON ,2,CORTINA/AGALLERA,-11.4620,-77.1035,3.88,3,110,3,0.027272727
7/30/2014,7,2014,CHALANA ,1.0,907.2,ANCON ,2,CORTINA/AGALLERA,-11.4620,-77.1035,0.27,20,285,8,0.070175439
7/30/2014,7,2014,BOTE,1.5,1360.8,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,2,13,16,0.153846154
7/30/2014,7,2014,BOTE,2.0,1814.4,MALABRIGO ,2,CORTINA/AGALLERA,-7.4000,-79.2200,0.47,1,23,5,0.043478261
7/30/2014,7,2014,CABALLITO DE TOTORA ,0.1,90.7,HUANCHACO ,1,CORTINA/AGALLERA,-8.0500,-79.0700,0.19,3,5,60,0.6
7/30/2014,7,2014,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,1,30,4,0.033333333
7/30/2014,7,2014,BOTE,1.5,1360.8,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,2,14,15,0.142857143
7/30/2014,7,2014,BOTE,2.0,1814.4,MALABRIGO ,3,CORTINA/AGALLERA,-7.4000,-79.2200,0.35,2,15,14,0.133333333
7/30/2014,7,2014,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,1,19,6,0.052631579
7/30/2014,7,2014,BOTE,1.5,1360.8,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,19,33,58,0.575757576
7/30/2014,7,2014,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,1.35,10,333,4,0.03003003
7/30/2014,7,2014,BOTE,2.0,1814.4,MALABRIGO ,3,CORTINA/AGALLERA,-7.4000,-79.2200,0.89,2,74,3,0.027027027
7/30/2014,7,2014,BOTE,2.5,2268.0,PACASMAYO ,2,CORTINA/AGALLERA,-7.2354,-79.3412,0.82,5,92,6,0.054347826
7/30/2014,7,2014,BOTE,2.0,1814.4,ANCON ,2,CORTINA/AGALLERA,-11.4620,-77.1035,0,2,19,11,0.105263158
7/30/2014,7,2014,BOTE,2.0,1814.4,PACASMAYO ,2,CORTINA/AGALLERA,-7.2354,-79.3412,0.64,2,240,1,0.008333333
7/30/2014,7,2014,BOTE,3.0,2721.6,ANCON ,2,CORTINA/AGALLERA,-11.4620,-77.1035,2.65,3,23,14,0.130434783
7/30/2014,7,2014,BOTE,2.0,1814.4,MALABRIGO ,3,CORTINA/AGALLERA,-7.4000,-79.2200,0.76,16,191,9,0.083769634
7/30/2014,7,2014,CHALANA ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,10,23,44,0.434782609
7/30/2014,7,2014,BOTE,2.0,1814.4,MALABRIGO ,3,CORTINA/AGALLERA,-7.4000,-79.2200,0.34,4,101,4,0.03960396
7/30/2014,7,2014,BOTE,2.0,1814.4,PACASMAYO ,3,CORTINA/AGALLERA,-7.2354,-79.3412,0.64,5,205,3,0.024390244
7/30/2014,7,2014,BOTE,2.0,1814.4,MALABRIGO ,3,CORTINA/AGALLERA,-7.4000,-79.2200,1.01,64,166,39,0.385542169
7/30/2014,7,2014,CHALANA ,1.0,907.2,CALLAO,3,PINTA ,-12.0315,-77.0845,2.67,13,84,16,0.154761905
7/30/2014,7,2014,CHALANA ,1.0,907.2,PACASMAYO ,2,CORTINA/AGALLERA,-7.2354,-79.3412,0.4,5,90,6,0.055555556
7/30/2014,7,2014,CHALANA ,1.0,907.2,PACASMAYO ,1,CORTINA/AGALLERA,-7.2354,-79.3412,1.14,2,155,2,0.012903226
7/30/2014,7,2014,BOTE,2.0,1814.4,PACASMAYO ,2,CORTINA/AGALLERA,-7.2354,-79.3412,0.4,5,94,6,0.053191489
7/30/2014,7,2014,BOTE,1.5,1360.8,PACASMAYO ,2,CORTINA/AGALLERA,-7.2354,-79.3412,1.08,10,85,12,0.117647059
7/30/2014,7,2014,BOTE,2.0,1814.4,ANCON ,1,PINTA ,-11.4620,-77.1035,0.62,3,8,38,0.375
7/30/2014,7,2014,BOTE,2.0,1814.4,PACASMAYO ,3,CORTINA/AGALLERA,-7.2354,-79.3412,0.64,20,235,9,0.085106383
7/30/2014,7,2014,BOTE,2.0,1814.4,PACASMAYO ,3,CORTINA/AGALLERA,-7.2354,-79.3412,0.64,22,164,14,0.134146341
7/31/2014,7,2014,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,41,PINTA ,-6.5000,-79.5600,1.45,51,298,18,0.17114094
7/31/2014,7,2014,CABALLITO DE TOTORA ,0.1,90.7,HUANCHACO ,1,CORTINA/AGALLERA,-8.0500,-79.0700,0.19,2,19,11,0.105263158
7/31/2014,7,2014,CABALLITO DE TOTORA ,0.1,90.7,HUANCHACO ,1,CORTINA/AGALLERA,-8.0500,-79.0700,0.19,2,10,20,0.2
7/31/2014,7,2014,NO DEFINIDO ,0.0,0.0,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,3,15,20,0.2
7/31/2014,7,2014,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,7,29,0.285714286
7/31/2014,7,2014,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,4,56,8,0.071428571
7/31/2014,7,2014,PERSONA,0.0,0.0,PACASMAYO ,1,CORTINA/AGALLERA,-7.2354,-79.3412,0.13,2,58,4,0.034482759
7/31/2014,7,2014,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,2,29,7,0.068965517
7/31/2014,7,2014,BOTE,2.0,1814.4,MALABRIGO ,2,CORTINA/AGALLERA,-7.4000,-79.2200,0.61,6,297,3,0.02020202
7/31/2014,7,2014,BOTE,2.0,1814.4,MALABRIGO ,3,CORTINA/AGALLERA,-7.4000,-79.2200,0.89,2,283,1,0.007067138
7/31/2014,7,2014,BOTE,1.5,1360.8,PACASMAYO ,2,CORTINA/AGALLERA,-7.2354,-79.3412,1.08,10,63,16,0.158730159
7/31/2014,7,2014,BOTE,2.0,1814.4,PACASMAYO ,3,CORTINA/AGALLERA,-7.2354,-79.3412,1.79,30,450,7,0.066666667
7/31/2014,7,2014,CHALANA ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,12,12,100,1
7/31/2014,7,2014,BOTE,2.0,1814.4,PACASMAYO ,3,CORTINA/AGALLERA,-7.2354,-79.3412,0.64,30,455,7,0.065934066
7/31/2014,7,2014,BOTE,2.0,1814.4,PACASMAYO ,3,CORTINA/AGALLERA,-7.2354,-79.3412,1.53,25,281,9,0.088967972
8/1/2014,8,2014,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,8,25,0.25
8/1/2014,8,2014,CHALANA ,1.5,1360.8,ETEN,2,CORTINA/AGALLERA,-6.5612,-79.5150,1.82,30,140,22,0.214285714
8/1/2014,8,2014,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,30,PINTA ,-6.5000,-79.5600,1.45,25,293,9,0.085324232
8/1/2014,8,2014,BOTE,1.5,1360.8,CHORRILLOS,2,CORTINA/AGALLERA,-12.0955,-77.0174,2.84,2,13,16,0.153846154
8/1/2014,8,2014,YATE,2.0,1814.4,PTO PIZARRO ,4,CORTINA/AGALLERA,-3.3000,-80.2300,1.75,60,230,27,0.260869565
8/1/2014,8,2014,BOTE,2.5,2268.0,ILO ,2,CORTINA/AGALLERA,-17.3840,-71.2030,0.04,15,190,8,0.078947368
8/1/2014,8,2014,BOTE,3.0,2721.6,PTO PIZARRO ,4,CORTINA/AGALLERA,-3.3000,-80.2300,1.75,30,200,15,0.15
8/1/2014,8,2014,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,8,22,37,0.363636364
8/1/2014,8,2014,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,2,7,29,0.285714286
8/1/2014,8,2014,BOTE,1.8,1632.9,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,2,13,16,0.153846154
8/1/2014,8,2014,CHALANA ,3.0,2721.6,MALABRIGO ,2,CORTINA/TRASMALLO ,-7.4000,-79.2200,0.2,6,45,14,0.133333333
8/1/2014,8,2014,CABALLITO DE TOTORA ,0.1,90.7,HUANCHACO ,1,CORTINA/AGALLERA,-8.0500,-79.0700,0.26,2,5,40,0.4
8/1/2014,8,2014,BOTE,2.0,1814.4,MALABRIGO ,2,CORTINA/TRASMALLO ,-7.4000,-79.2200,0.47,14,56,25,0.25
8/1/2014,8,2014,CHALANA ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,23,23,100,1
8/1/2014,8,2014,BOTE,2.0,1814.4,MALABRIGO ,2,CORTINA/AGALLERA,-7.4000,-79.2200,0.6,5,288,2,0.017361111
8/1/2014,8,2014,CHALANA ,1.0,907.2,ANCON ,2,PINTA ,-11.4620,-77.1035,0.47,5,42,12,0.119047619
8/1/2014,8,2014,CHALANA ,1.0,907.2,ANCON ,1,PINTA ,-11.4620,-77.1035,3.88,15,40,38,0.375
8/1/2014,8,2014,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,10,10,100,1
8/2/2014,8,2014,BOTE,1.5,1360.8,CHORRILLOS,2,CORTINA/AGALLERA,-12.0955,-77.0174,1.38,2,14,15,0.142857143
8/2/2014,8,2014,BOTE,2.0,1814.4,CHORRILLOS,2,CORTINA/AGALLERA,-12.0955,-77.0174,2.84,2,20,10,0.1
8/2/2014,8,2014,BOTE,2.0,1814.4,MALABRIGO ,3,CORTINA/AGALLERA,-7.4000,-79.2200,2.37,3,489,1,0.006134969
8/2/2014,8,2014,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,6,17,0.166666667
8/2/2014,8,2014,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,3,12,25,0.25
8/2/2014,8,2014,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,5,24,21,0.208333333
8/2/2014,8,2014,BOTE,2.0,1814.4,MALABRIGO ,3,CORTINA/AGALLERA,-7.4000,-79.2200,0.34,34,391,9,0.086956522
8/2/2014,8,2014,BOTE,2.0,1814.4,PACASMAYO ,2,CORTINA/AGALLERA,-7.2354,-79.3412,0.63,10,480,3,0.020833333
8/2/2014,8,2014,CHALANA ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,20,95,22,0.210526316
8/2/2014,8,2014,BOTE,2.0,1814.4,PACASMAYO ,2,CORTINA/AGALLERA,-7.2354,-79.3412,1.79,30,170,18,0.176470588
8/3/2014,8,2014,CHALANA ,4.0,3628.7,ETEN,3,CORTINA/AGALLERA,-6.5612,-79.5150,2.03,30,220,14,0.136363636
8/4/2014,8,2014,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,1,CORTINA/AGALLERA,-6.5000,-79.5600,0.02,25,49,52,0.510204082
8/4/2014,8,2014,BOTE,2.0,1814.4,CHORRILLOS,2,CORTINA/AGALLERA,-12.0955,-77.0174,1.38,2,13,16,0.153846154
8/4/2014,8,2014,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,6,22,28,0.272727273
8/4/2014,8,2014,BOTE,1.0,907.2,CHORRILLOS,2,CORTINA/AGALLERA,-12.0955,-77.0174,1.38,2,12,17,0.166666667
8/4/2014,8,2014,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,22,10,0.090909091
8/5/2014,8,2014,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,10,10,0.1
8/5/2014,8,2014,BOTE,1.0,907.2,CHORRILLOS,2,CORTINA/AGALLERA,-12.0955,-77.0174,1.38,2,13,16,0.153846154
8/5/2014,8,2014,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,13,16,0.153846154
8/5/2014,8,2014,NO DEFINIDO ,0.0,0.0,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,3,14,22,0.214285714
8/5/2014,8,2014,NO DEFINIDO ,0.0,0.0,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,2,14,15,0.142857143
8/5/2014,8,2014,LANCHA,15.0,13607.8,ZORRITOS,8,CERCO ,-3.4012,-80.3920,7.4,86,804,11,0.106965174
8/6/2014,8,2014,BOTE,1.0,907.2,CHORRILLOS,2,CORTINA/AGALLERA,-12.0955,-77.0174,2.84,2,22,10,0.090909091
8/6/2014,8,2014,CHALANA ,1.0,907.2,CHORRILLOS,2,CORTINA/AGALLERA,-12.0955,-77.0174,1.38,2,13,16,0.153846154
8/6/2014,8,2014,BOTE,1.5,1360.8,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,2,16,13,0.125
8/6/2014,8,2014,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,7,7,100,1
8/6/2014,8,2014,BOTE,3.0,2721.6,ANCON ,2,CORTINA/AGALLERA,-11.4620,-77.1035,0.41,1,12,9,0.083333333
8/7/2014,8,2014,BOTE,2.5,2268.0,CALETA MORIN,3,CORTINA/AGALLERA,-8.2400,-78.5302,1.11,3,50,6,0.06
8/7/2014,8,2014,BOTE,2.5,2268.0,CHIMBOTE,3,PINTA ,-9.0425,-78.3512,4.83,25,205,13,0.12195122
8/7/2014,8,2014,BOTE,1.5,1360.8,CHORRILLOS,2,CORTINA/AGALLERA,-12.0955,-77.0174,2.84,2,15,14,0.133333333
8/7/2014,8,2014,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,22,5,0.045454545
8/7/2014,8,2014,BOTE,3.0,2721.6,LA CRUZ ,2,CORTINA/AGALLERA,-3.3752,-80.3448,6.8,3,23,14,0.130434783
8/7/2014,8,2014,BOTE,1.5,1360.8,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,3,14,22,0.214285714
8/7/2014,8,2014,BOTE,2.0,1814.4,MALABRIGO ,3,CORTINA/AGALLERA,-7.4000,-79.2200,0.89,2,223,1,0.00896861
8/7/2014,8,2014,BOTE,2.5,2268.0,CHIMBOTE,4,CORTINA/AGALLERA,-9.0425,-78.3512,0,5,52,10,0.096153846
8/7/2014,8,2014,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,6,6,100,1
8/8/2014,8,2014,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,2,9,23,0.222222222
8/8/2014,8,2014,BOTE,2.5,2268.0,CALETA MORIN,3,CORTINA/AGALLERA,-8.2400,-78.5302,0.77,1,28,4,0.035714286
8/8/2014,8,2014,CHALANA ,0.7,635.0,CHIMBOTE,2,CORTINA/AGALLERA,-9.0425,-78.3512,0.46,4,23,18,0.173913043
8/8/2014,8,2014,NO DEFINIDO ,0.0,0.0,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,2,16,13,0.125
8/8/2014,8,2014,BOTE,2.0,1814.4,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,3,17,18,0.176470588
8/8/2014,8,2014,CHALANA ,1.0,907.2,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,1,15,7,0.066666667
8/9/2014,8,2014,BOTE,2.5,2268.0,CALETA MORIN,3,CORTINA/AGALLERA,-8.2400,-78.5302,0.77,1,45,3,0.022222222
8/9/2014,8,2014,BOTE,2.0,1814.4,PACASMAYO ,2,CORTINA/AGALLERA,-7.2354,-79.3412,0.64,10,130,8,0.076923077
8/11/2014,8,2014,BOTE,2.0,1814.4,CHORRILLOS,2,CORTINA/AGALLERA,-12.0955,-77.0174,2.84,2,13,16,0.153846154
8/11/2014,8,2014,CABALLITO DE TOTORA ,0.1,90.7,HUANCHACO ,1,CORTINA/AGALLERA,-8.0500,-79.0700,1.8,1,8,13,0.125
8/11/2014,8,2014,BOTE,2.0,1814.4,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,3,14,22,0.214285714
8/11/2014,8,2014,CABALLITO DE TOTORA ,0.1,90.7,HUANCHACO ,1,CORTINA/AGALLERA,-8.0500,-79.0700,0.26,3,20,15,0.15
8/11/2014,8,2014,BOTE,1.0,907.2,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.26,2,14,15,0.142857143
8/11/2014,8,2014,BOTE,2.0,1814.4,ANCON ,2,CORTINA/AGALLERA,-11.4620,-77.1035,3.88,1,47,3,0.021276596
8/11/2014,8,2014,BOTE,1.5,1360.8,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.14,18,29,63,0.620689655
8/11/2014,8,2014,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,1.69,1,164,1,0.006097561
8/11/2014,8,2014,BOTE,1.8,1632.9,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,4.83,10,20,50,0.5
8/11/2014,8,2014,CHALANA ,0.7,635.0,CHIMBOTE,2,PINTA ,-9.0425,-78.3512,1.95,5,5,100,1
8/11/2014,8,2014,CHALANA ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,18,18,100,1
8/12/2014,8,2014,BOTE,1.5,1360.8,EL DORADO ,3,CORTINA/AGALLERA,-9.1110,-78.3350,0.01,20,290,7,0.068965517
8/12/2014,8,2014,CABALLITO DE TOTORA ,0.1,90.7,PIMENTEL,30,PINTA ,-6.5000,-79.5600,1.45,80,317,26,0.252365931
8/12/2014,8,2014,CABALLITO DE TOTORA ,0.1,90.7,HUANCHACO ,1,CORTINA/AGALLERA,-8.0500,-79.0700,2.2,1,33,4,0.03030303
8/12/2014,8,2014,BOTE,3.0,2721.6,PACASMAYO ,2,CORTINA/AGALLERA,-7.2354,-79.3412,0.64,30,150,20,0.2
8/12/2014,8,2014,BOTE,2.0,1814.4,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,3,13,24,0.230769231
8/12/2014,8,2014,NO DEFINIDO ,0.0,0.0,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,2,15,14,0.133333333
8/12/2014,8,2014,BOTE,2.0,1814.4,MALABRIGO ,3,CORTINA/TRASMALLO ,-7.4000,-79.2200,0.6,4,23,18,0.173913043
8/12/2014,8,2014,BOTE,2.0,1814.4,MALABRIGO ,3,CORTINA/AGALLERA,-7.4000,-79.2200,0.6,5,65,8,0.076923077
8/12/2014,8,2014,CHALANA ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,23,23,100,1
8/12/2014,8,2014,BOTE,2.0,1814.4,MALABRIGO ,3,CORTINA/AGALLERA,-7.4000,-79.2200,0.89,3,54,6,0.055555556
8/12/2014,8,2014,CHALANA ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,7,7,100,1
8/12/2014,8,2014,CHALANA ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,2.67,25,25,100,1
8/12/2014,8,2014,BOTE,2.0,1814.4,MALABRIGO ,3,CORTINA/AGALLERA,-7.4000,-79.2200,4.93,6,116,6,0.051724138
8/13/2014,8,2014,CHALANA ,1.0,907.2,CHORRILLOS,2,CORTINA/AGALLERA,-12.0955,-77.0174,2.84,3,37,9,0.081081081
8/13/2014,8,2014,BOTE,1.5,1360.8,CHORRILLOS,2,CORTINA/AGALLERA,-12.0955,-77.0174,1.38,2,14,15,0.142857143
8/13/2014,8,2014,CHALANA ,0.8,725.7,SALAVERRY,1,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,47,3,0.021276596
8/13/2014,8,2014,CHALANA ,0.8,725.7,SALAVERRY,2,CORTINA/AGALLERA,-8.1300,-78.5855,0.2,1,12,9,0.083333333
8/13/2014,8,2014,BOTE,1.5,1360.8,CHORRILLOS,2,PINTA ,-12.0955,-77.0174,0.02,3,15,20,0.2
8/13/2014,8,2014,BOTE,3.5,3175.1,MALABRIGO ,3,CORTINA/TRASMALLO ,-7.4000,-79.2200,0.6,4,75,6,0.053333333
8/13/2014,8,2014,BOTE,3.5,3175.1,PACASMAYO ,3,CORTINA/AGALLERA,-7.2354,-79.3412,2.1,20,275,8,0.072727273
8/13/2014,8,2014,CHALANA ,1.0,907.2,CALLAO,2,PINTA ,-12.0315,-77.0845,4.38,27,42,65,0.642857143
